zone_id,zone_name,lat,lon,crop,temp_max_mean,temp_min_mean,temp_avg,precip_total_mm,precip_avg_mm,windspeed_mean,et0_mean,soil_moisture_mean,soil_phh2o,soil_clay,soil_soc,soil_bdod,soil_sand,soil_silt,heat_index,temp_rain_ratio,drought_index,soil_stress,water_need_mm,heat_tolerance_c,drought_tolerance,risk_label
1,Haryana Rice Zone,29.1,76.4,Rice,32.74,14.77,23.76,454.5,5.05,17.1,4.004,0.2111,6.03,27.4,13.03,1.302,76.9,5.0,24.45,3.927,0.791,0.3504,1200,35,0.3,2
1,Haryana Rice Zone,29.1,76.4,Rice,36.96,17.95,27.46,469.2,5.214,6.4,3.926,0.2224,5.75,21.1,12.33,1.531,69.5,9.3,26.44,4.419,0.751,0.5617,1200,35,0.3,2
1,Haryana Rice Zone,29.1,76.4,Rice,32.75,16.55,24.65,407.5,4.528,14.3,3.409,0.2442,6.84,44.1,19.37,1.436,60.0,5.0,25.0,4.46,0.751,0.1362,1200,35,0.3,2
1,Haryana Rice Zone,29.1,76.4,Rice,27.69,13.49,20.59,668.8,7.431,7.6,3.029,0.2414,7.33,21.2,9.39,1.477,80.0,5.0,23.89,2.442,0.407,0.6665,1200,35,0.3,0
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,23.44,11.14,17.29,782.4,8.694,14.7,3.545,0.2559,5.45,22.4,14.1,1.619,78.0,5.0,24.27,1.784,0.407,0.5402,1500,38,0.4,0
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,28.78,17.19,22.99,2913.5,32.372,17.2,3.959,0.4083,6.6,28.6,16.54,1.35,76.7,5.0,25.08,0.689,0.122,0.2113,1500,38,0.4,3
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,24.16,11.71,17.94,2476.4,27.515,10.8,3.268,0.5215,5.85,16.0,17.13,1.297,75.4,8.6,26.13,0.629,0.119,0.1414,1500,38,0.4,3
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,24.91,12.16,18.53,2790.6,31.007,16.0,3.843,0.55,7.34,22.1,9.81,1.404,79.1,5.0,25.58,0.579,0.124,0.5898,1500,38,0.4,3
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,24.97,12.11,18.54,2669.7,29.664,10.8,3.024,0.4437,8.13,20.3,10.81,1.259,80.0,5.0,25.88,0.605,0.102,0.428,1500,38,0.4,3
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,24.51,11.16,17.84,2705.5,30.062,19.0,4.035,0.4429,6.62,39.5,13.62,1.309,60.9,5.0,26.28,0.574,0.134,0.326,1500,38,0.4,3
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,25.05,12.45,18.75,761.7,8.464,18.2,3.461,0.333,6.62,27.3,11.25,1.126,78.0,5.0,25.11,1.981,0.408,0.3033,1500,38,0.4,0
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,29.21,13.11,21.16,735.0,8.166,11.1,3.206,0.1507,6.29,37.7,11.39,1.465,65.0,5.0,22.77,2.309,0.392,0.5574,1500,38,0.4,4
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,27.19,14.58,20.89,2797.9,31.088,17.0,3.531,0.3318,7.07,25.4,13.56,1.273,74.1,5.0,24.73,0.651,0.114,0.3016,1500,38,0.4,3
2,UP Sugarcane Belt,26.8,80.9,Sugarcane,26.95,15.04,21.0,2481.5,27.572,6.6,3.339,0.4528,6.2,17.1,10.04,1.179,80.0,5.0,25.07,0.735,0.121,0.4052,1500,38,0.4,3
3,Bihar Maize Zone,25.6,85.1,Maize,28.7,17.06,22.88,1870.8,20.787,17.2,3.604,0.4563,6.36,11.3,17.42,1.289,80.0,8.7,25.09,1.05,0.173,0.1204,600,38,0.5,3
3,Bihar Maize Zone,25.6,85.1,Maize,23.26,11.3,17.28,1561.6,17.351,19.3,3.551,0.4066,6.43,14.1,14.14,1.406,80.0,5.9,26.47,0.942,0.205,0.3745,600,38,0.5,3
3,Bihar Maize Zone,25.6,85.1,Maize,26.15,14.83,20.49,421.8,4.686,13.4,3.99,0.2385,7.08,23.0,13.39,1.465,80.0,5.0,23.84,3.603,0.849,0.4573,600,38,0.5,4
3,Bihar Maize Zone,25.6,85.1,Maize,27.1,10.75,18.92,427.4,4.749,12.7,2.834,0.2165,6.86,21.1,14.84,1.498,80.0,5.0,23.35,3.292,0.596,0.4105,600,38,0.5,4
3,Bihar Maize Zone,25.6,85.1,Maize,25.99,12.75,19.37,1819.2,20.213,8.6,3.589,0.5161,5.78,27.9,8.24,1.249,66.8,5.3,25.36,0.913,0.177,0.5484,600,38,0.5,3
3,Bihar Maize Zone,25.6,85.1,Maize,24.84,14.82,19.83,1831.2,20.347,8.1,3.254,0.4546,5.98,25.5,2.87,1.29,74.8,5.0,25.34,0.929,0.16,0.8487,600,38,0.5,3
3,Bihar Maize Zone,25.6,85.1,Maize,28.75,14.85,21.8,1868.7,20.764,12.3,3.764,0.4326,5.89,12.9,17.47,1.464,80.0,7.1,25.01,1.002,0.181,0.2532,600,38,0.5,3
3,Bihar Maize Zone,25.6,85.1,Maize,32.21,16.71,24.46,1730.6,19.229,9.0,3.436,0.3797,6.6,23.5,11.81,1.194,73.2,5.0,25.42,1.209,0.179,0.3279,600,38,0.5,3
3,Bihar Maize Zone,25.6,85.1,Maize,26.72,13.8,20.26,170.4,1.893,13.1,3.709,0.0863,6.5,37.2,13.66,1.216,61.9,5.0,21.04,7.003,1.948,0.2528,600,38,0.5,1
3,Bihar Maize Zone,25.6,85.1,Maize,26.08,14.6,20.34,1396.1,15.512,7.8,3.686,0.4275,6.26,18.4,9.82,1.05,80.0,5.0,25.18,1.232,0.237,0.3165,600,38,0.5,3
4,WB Jute Region,22.6,88.4,Jute,26.08,13.5,19.79,2068.1,22.979,7.8,3.975,0.5067,6.12,18.9,4.78,1.137,80.0,5.0,25.24,0.825,0.173,0.6358,1000,35,0.3,3
4,WB Jute Region,22.6,88.4,Jute,28.22,13.6,20.91,1939.8,21.553,10.0,3.182,0.4274,6.52,20.2,15.04,1.411,80.0,5.0,25.07,0.927,0.148,0.3331,1000,35,0.3,3
4,WB Jute Region,22.6,88.4,Jute,23.64,12.26,17.95,654.6,7.274,17.6,3.424,0.2544,7.29,27.7,7.85,1.351,70.1,5.0,24.12,2.169,0.47,0.6468,1000,35,0.3,4
4,WB Jute Region,22.6,88.4,Jute,33.96,17.6,25.78,431.4,4.793,11.6,3.691,0.3401,6.3,19.6,3.08,1.405,76.2,5.0,25.88,4.451,0.768,0.927,1000,35,0.3,2
4,WB Jute Region,22.6,88.4,Jute,23.22,12.4,17.81,2129.6,23.662,19.1,3.419,0.4158,6.64,13.2,16.58,1.334,80.0,6.8,26.19,0.722,0.144,0.1973,1000,35,0.3,3
4,WB Jute Region,22.6,88.4,Jute,28.28,16.25,22.27,2483.6,27.595,5.5,3.358,0.5015,6.07,37.1,13.61,1.265,67.1,5.0,24.95,0.779,0.122,0.2929,1000,35,0.3,3
4,WB Jute Region,22.6,88.4,Jute,29.67,16.76,23.22,548.9,6.099,13.1,3.953,0.2993,7.0,18.8,4.52,1.222,80.0,5.0,24.78,3.27,0.647,0.714,1000,35,0.3,4
4,WB Jute Region,22.6,88.4,Jute,28.47,14.92,21.7,2163.6,24.041,15.4,3.624,0.4655,6.86,26.7,13.77,1.325,67.6,5.7,25.0,0.866,0.151,0.3308,1000,35,0.3,3
4,WB Jute Region,22.6,88.4,Jute,24.33,12.16,18.25,2427.5,26.972,11.0,3.647,0.55,6.76,23.7,10.29,1.199,68.0,8.3,25.76,0.652,0.135,0.4075,1000,35,0.3,3
4,WB Jute Region,22.6,88.4,Jute,26.45,15.09,20.77,2102.8,23.364,7.1,4.039,0.447,5.75,24.9,6.72,1.38,74.3,5.0,25.1,0.853,0.173,0.7257,1000,35,0.3,3
5,Odisha Rice Delta,20.5,85.8,Rice,25.35,13.51,19.43,2260.9,25.121,18.5,3.516,0.4209,6.84,20.4,9.81,1.297,76.9,5.0,25.44,0.744,0.14,0.5069,1200,35,0.3,3
5,Odisha Rice Delta,20.5,85.8,Rice,25.14,15.03,20.09,585.8,6.509,7.3,3.832,0.3423,5.46,27.3,10.98,1.285,75.3,5.0,24.88,2.675,0.588,0.4394,1200,35,0.3,0
5,Odisha Rice Delta,20.5,85.8,Rice,28.07,16.55,22.31,608.2,6.758,8.3,3.384,0.2755,6.51,30.8,7.48,1.248,71.7,5.0,24.45,2.876,0.5,0.5855,1200,35,0.3,0
5,Odisha Rice Delta,20.5,85.8,Rice,30.15,12.13,21.14,508.3,5.648,15.0,3.69,0.262,7.08,19.7,8.25,1.133,80.0,5.0,24.17,3.18,0.652,0.459,1200,35,0.3,2
5,Odisha Rice Delta,20.5,85.8,Rice,26.44,10.71,18.58,2189.8,24.332,11.5,3.005,0.5223,5.42,26.7,11.61,1.246,75.3,5.0,25.73,0.733,0.123,0.3774,1200,35,0.3,3
5,Odisha Rice Delta,20.5,85.8,Rice,27.05,15.03,21.04,2492.2,27.691,14.5,3.535,0.4754,5.64,20.0,10.33,1.171,80.0,5.0,25.03,0.733,0.128,0.3845,1200,35,0.3,3
5,Odisha Rice Delta,20.5,85.8,Rice,26.7,12.41,19.55,2392.5,26.583,15.0,3.636,0.541,7.29,10.3,6.88,1.238,80.0,9.7,25.15,0.709,0.137,0.6079,1200,35,0.3,3
5,Odisha Rice Delta,20.5,85.8,Rice,28.27,15.23,21.75,2164.6,24.052,15.8,3.165,0.4138,5.82,29.6,4.99,1.508,68.9,5.0,24.99,0.868,0.132,0.9108,1200,35,0.3,3
5,Odisha Rice Delta,20.5,85.8,Rice,28.05,13.62,20.84,2341.2,26.013,16.6,3.344,0.3755,6.99,24.7,19.08,1.237,80.0,5.0,24.96,0.771,0.129,-0.0024,1200,35,0.3,3
5,Odisha Rice Delta,20.5,85.8,Rice,29.31,17.34,23.33,2230.2,24.78,18.8,3.195,0.4236,6.38,14.4,11.1,1.406,80.0,5.6,25.16,0.905,0.129,0.5271,1200,35,0.3,3
6,AP Cotton Zone,16.5,80.6,Cotton,30.12,14.93,22.52,123.7,1.374,17.9,3.942,0.128,6.84,21.3,15.05,1.179,80.0,5.0,23.12,9.487,2.846,0.155,700,40,0.5,1
6,AP Cotton Zone,16.5,80.6,Cotton,26.37,13.4,19.89,184.5,2.051,14.4,2.915,0.0975,7.02,27.1,15.06,1.328,78.2,5.0,21.07,6.519,1.414,0.2688,700,40,0.5,1
6,AP Cotton Zone,16.5,80.6,Cotton,30.76,13.95,22.36,509.1,5.656,8.6,4.054,0.309,6.24,22.6,6.28,1.299,72.1,5.3,24.66,3.359,0.715,0.6855,700,40,0.5,4
6,AP Cotton Zone,16.5,80.6,Cotton,23.38,12.17,17.77,129.9,1.444,7.5,3.141,0.2455,6.17,26.3,13.47,1.349,80.0,5.0,23.97,7.273,2.159,0.3641,700,40,0.5,1
6,AP Cotton Zone,16.5,80.6,Cotton,25.14,13.52,19.33,464.3,5.159,15.4,3.823,0.351,6.21,27.7,10.49,1.229,68.7,5.0,25.11,3.138,0.739,0.4211,700,40,0.5,0
6,AP Cotton Zone,16.5,80.6,Cotton,30.8,20.23,25.52,1938.2,21.536,13.3,3.951,0.4872,7.04,23.6,8.81,1.162,72.8,5.0,26.18,1.132,0.183,0.4536,700,40,0.5,3
6,AP Cotton Zone,16.5,80.6,Cotton,28.01,15.51,21.76,179.4,1.994,17.4,3.944,0.2563,6.23,35.6,6.97,1.156,66.7,5.0,24.21,7.268,1.968,0.5406,700,40,0.5,1
6,AP Cotton Zone,16.5,80.6,Cotton,30.73,16.25,23.49,169.8,1.886,15.2,3.889,0.1551,6.93,36.1,14.09,1.303,64.7,5.0,23.91,8.139,2.05,0.2978,700,40,0.5,1
6,AP Cotton Zone,16.5,80.6,Cotton,31.82,17.37,24.59,141.6,1.573,14.5,4.113,0.1396,6.52,31.0,6.1,1.47,70.0,5.0,24.41,9.556,2.596,0.8254,700,40,0.5,1
6,AP Cotton Zone,16.5,80.6,Cotton,30.19,15.93,23.06,183.2,2.036,6.0,3.221,0.1388,6.7,33.6,7.39,1.333,62.9,5.0,23.54,7.595,1.573,0.6559,700,40,0.5,1
7,TN Paddy Region,10.8,78.7,Rice,32.21,12.05,22.13,507.0,5.633,17.4,3.239,0.2844,7.08,31.7,10.02,1.228,72.0,5.0,24.48,3.337,0.574,0.4433,1200,35,0.3,2
7,TN Paddy Region,10.8,78.7,Rice,28.27,18.33,23.3,638.7,7.096,8.0,3.314,0.3271,6.93,28.2,14.76,1.184,80.0,5.0,24.92,2.878,0.466,0.1725,1200,35,0.3,0
7,TN Paddy Region,10.8,78.7,Rice,25.25,12.3,18.78,656.6,7.296,18.7,3.446,0.2475,6.97,38.1,18.0,1.337,54.0,7.9,23.92,2.263,0.472,0.1279,1200,35,0.3,0
7,TN Paddy Region,10.8,78.7,Rice,24.78,15.93,20.35,593.2,6.591,10.9,4.107,0.3781,6.31,34.7,14.97,1.394,69.5,5.0,25.04,2.681,0.622,0.3239,1200,35,0.3,0
7,TN Paddy Region,10.8,78.7,Rice,25.06,15.18,20.12,697.9,7.754,6.2,3.308,0.3312,6.55,21.2,16.3,1.363,73.9,5.0,24.8,2.299,0.426,0.2336,1200,35,0.3,0
7,TN Paddy Region,10.8,78.7,Rice,31.18,18.01,24.59,620.6,6.896,14.2,3.988,0.3433,6.78,41.9,11.18,1.516,63.9,5.0,25.36,3.114,0.577,0.6069,1200,35,0.3,0
7,TN Paddy Region,10.8,78.7,Rice,30.25,15.26,22.75,786.9,8.743,9.9,3.96,0.3984,6.29,38.4,11.18,1.281,66.8,5.0,25.03,2.335,0.452,0.4265,1200,35,0.3,0
7,TN Paddy Region,10.8,78.7,Rice,33.67,16.92,25.29,351.0,3.9,17.6,3.622,0.2128,6.31,34.1,10.9,1.438,69.7,5.0,25.16,5.162,0.926,0.5614,1200,35,0.3,2
7,TN Paddy Region,10.8,78.7,Rice,29.41,18.92,24.16,726.7,8.075,14.0,3.731,0.3584,5.73,29.8,16.53,1.172,62.5,7.7,25.26,2.663,0.461,0.075,1200,35,0.3,0
7,TN Paddy Region,10.8,78.7,Rice,33.04,17.7,25.37,245.8,2.731,12.7,3.306,0.0607,7.22,19.4,10.93,1.231,79.9,5.0,24.49,6.798,1.206,0.4,1200,35,0.3,1
8,Karnataka Coffee Zone,13.3,75.7,Coffee,29.79,17.67,23.73,716.7,7.963,18.3,4.15,0.2417,6.12,9.7,9.37,1.495,80.0,10.3,24.63,2.647,0.52,0.6816,1600,30,0.3,0
8,Karnataka Coffee Zone,13.3,75.7,Coffee,28.22,15.46,21.84,2507.3,27.859,10.4,3.201,0.5302,5.7,37.0,12.71,1.253,72.0,5.0,24.83,0.757,0.115,0.3285,1600,30,0.3,3
8,Karnataka Coffee Zone,13.3,75.7,Coffee,27.24,16.06,21.65,797.4,8.859,15.3,3.771,0.2895,6.05,21.2,2.18,1.146,80.0,5.0,24.46,2.196,0.425,0.7722,1600,30,0.3,0
8,Karnataka Coffee Zone,13.3,75.7,Coffee,21.83,11.52,16.67,796.6,8.851,16.0,3.37,0.2603,6.29,21.3,9.62,1.29,78.5,5.0,24.51,1.693,0.38,0.5109,1600,30,0.3,0
8,Karnataka Coffee Zone,13.3,75.7,Coffee,35.57,17.51,26.54,533.9,5.932,19.1,3.749,0.289,6.88,29.0,15.96,1.115,75.7,5.0,26.1,3.829,0.631,0.0595,1600,30,0.3,2
8,Karnataka Coffee Zone,13.3,75.7,Coffee,29.56,15.96,22.76,716.6,7.962,16.5,3.486,0.2951,6.11,24.1,15.07,1.379,73.9,5.0,24.66,2.539,0.437,0.3072,1600,30,0.3,0
8,Karnataka Coffee Zone,13.3,75.7,Coffee,22.72,13.9,18.31,775.2,8.613,13.2,3.891,0.179,7.04,33.5,20.98,1.27,66.3,5.0,22.45,1.905,0.451,-0.0725,1600,30,0.3,0
8,Karnataka Coffee Zone,13.3,75.7,Coffee,27.2,13.99,20.59,889.9,9.887,12.2,3.54,0.1985,6.59,33.2,3.26,1.385,71.7,5.0,23.31,1.892,0.358,0.9029,1600,30,0.3,0
8,Karnataka Coffee Zone,13.3,75.7,Coffee,31.68,18.15,24.92,748.7,8.319,7.9,4.205,0.2752,5.8,28.1,7.56,1.505,73.3,5.0,25.24,2.673,0.505,0.7796,1600,30,0.3,0
8,Karnataka Coffee Zone,13.3,75.7,Coffee,28.04,15.95,22.0,224.0,2.489,17.9,4.067,0.0771,6.53,20.7,13.55,1.415,76.0,5.0,22.07,6.304,1.627,0.4107,1600,30,0.3,1
9,Kerala Coconut Region,10.5,76.2,Coconut,30.43,16.87,23.65,3302.0,36.689,16.5,3.826,0.497,6.37,12.1,13.5,1.407,80.0,7.9,25.27,0.627,0.104,0.4073,1800,38,0.4,3
9,Kerala Coconut Region,10.5,76.2,Coconut,29.7,17.5,23.6,3088.8,34.32,18.0,3.342,0.4376,6.21,44.7,4.43,1.245,50.6,5.0,25.24,0.668,0.097,0.7363,1800,38,0.4,3
9,Kerala Coconut Region,10.5,76.2,Coconut,24.56,15.3,19.93,2811.1,31.234,14.0,3.546,0.4383,6.15,20.1,19.59,1.471,77.9,5.0,25.3,0.618,0.113,0.1521,1800,38,0.4,3
9,Kerala Coconut Region,10.5,76.2,Coconut,29.75,16.46,23.1,877.7,9.753,11.0,3.916,0.3365,7.36,13.5,7.11,1.198,80.0,6.5,24.91,2.149,0.401,0.5658,1800,38,0.4,0
9,Kerala Coconut Region,10.5,76.2,Coconut,29.23,16.33,22.78,3127.9,34.754,11.9,3.172,0.4052,6.87,13.0,6.68,1.299,80.0,7.0,25.04,0.637,0.091,0.665,1800,38,0.4,3
9,Kerala Coconut Region,10.5,76.2,Coconut,31.65,18.38,25.02,2615.9,29.065,5.0,3.394,0.5225,6.35,6.3,10.0,1.225,80.0,13.7,25.93,0.832,0.117,0.4419,1800,38,0.4,3
9,Kerala Coconut Region,10.5,76.2,Coconut,27.87,13.97,20.92,2996.8,33.298,5.9,3.847,0.3981,6.51,22.7,10.37,1.184,69.6,7.7,25.02,0.61,0.115,0.3926,1800,38,0.4,3
9,Kerala Coconut Region,10.5,76.2,Coconut,28.97,13.55,21.26,247.0,2.745,13.5,3.534,0.1483,7.2,25.2,2.0,1.409,63.3,11.5,22.77,5.678,1.282,0.9836,1800,38,0.4,1
9,Kerala Coconut Region,10.5,76.2,Coconut,34.56,19.16,26.86,793.9,8.821,5.3,3.708,0.2027,6.99,21.5,7.32,1.409,80.0,5.0,26.01,2.735,0.42,0.7174,1800,38,0.4,4
9,Kerala Coconut Region,10.5,76.2,Coconut,25.24,15.98,20.61,3033.5,33.705,17.4,3.621,0.4743,6.44,18.6,13.41,1.395,64.5,16.9,25.11,0.594,0.107,0.4028,1800,38,0.4,3
10,Maharashtra Soybean,19.7,75.3,Soybean,25.56,13.03,19.3,124.3,1.382,6.5,3.342,0.1116,6.15,21.9,12.18,1.336,78.1,5.0,21.08,8.103,2.399,0.4187,500,35,0.5,1
10,Maharashtra Soybean,19.7,75.3,Soybean,30.83,14.42,22.62,76.2,0.847,10.5,3.911,0.0617,6.39,34.7,10.23,1.408,69.1,5.0,22.32,12.248,4.558,0.5713,500,35,0.5,1
10,Maharashtra Soybean,19.7,75.3,Soybean,27.38,14.96,21.17,423.0,4.701,8.2,3.32,0.2354,5.94,24.9,11.82,1.412,70.3,5.0,23.9,3.713,0.705,0.4953,500,35,0.5,4
10,Maharashtra Soybean,19.7,75.3,Soybean,30.88,16.49,23.69,119.3,1.326,10.6,3.419,0.1214,7.36,18.0,2.39,1.348,80.0,5.0,23.73,10.184,2.557,0.9176,500,35,0.5,1
10,Maharashtra Soybean,19.7,75.3,Soybean,26.92,16.91,21.91,1376.2,15.291,18.4,3.872,0.5305,7.11,35.4,18.25,1.303,60.8,5.0,24.83,1.345,0.253,0.0902,500,35,0.5,3
10,Maharashtra Soybean,19.7,75.3,Soybean,32.47,16.09,24.28,113.9,1.265,10.2,3.769,0.0626,6.01,30.4,16.13,1.275,67.4,5.0,23.64,10.718,2.953,0.1741,500,35,0.5,1
10,Maharashtra Soybean,19.7,75.3,Soybean,26.42,16.47,21.45,432.8,4.809,6.8,3.966,0.2174,6.25,35.6,14.22,1.346,75.2,5.0,23.75,3.692,0.823,0.3238,500,35,0.5,0
10,Maharashtra Soybean,19.7,75.3,Soybean,27.33,14.01,20.67,194.8,2.164,6.9,3.686,0.1569,7.04,29.5,10.66,1.261,64.1,6.4,22.67,6.533,1.694,0.4367,500,35,0.5,1
10,Maharashtra Soybean,19.7,75.3,Soybean,25.92,11.7,18.81,91.3,1.014,14.7,3.341,0.1405,6.42,31.9,9.17,1.303,69.5,5.0,21.61,9.341,3.259,0.5441,500,35,0.5,1
10,Maharashtra Soybean,19.7,75.3,Soybean,28.77,15.27,22.02,179.0,1.989,19.8,3.953,0.1391,5.85,24.2,11.16,1.401,78.6,5.0,23.0,7.367,1.977,0.5201,500,35,0.5,1
11,Gujarat Groundnut,22.3,72.6,Groundnut,27.19,11.6,19.39,146.0,1.623,11.9,3.74,0.0989,6.74,23.3,8.1,1.262,79.6,5.0,20.8,7.394,2.289,0.5658,500,36,0.6,1
11,Gujarat Groundnut,22.3,72.6,Groundnut,28.32,18.55,23.44,1680.0,18.666,16.4,3.489,0.4533,6.51,13.4,7.57,1.255,80.0,6.6,25.21,1.192,0.187,0.5863,500,36,0.6,3
11,Gujarat Groundnut,22.3,72.6,Groundnut,26.02,13.47,19.75,1157.6,12.862,5.0,3.924,0.5441,6.12,12.8,17.05,1.245,80.0,7.2,25.06,1.425,0.305,0.105,500,36,0.6,3
11,Gujarat Groundnut,22.3,72.6,Groundnut,29.45,15.65,22.55,199.6,2.218,9.0,3.99,0.1812,6.8,24.9,16.75,1.432,71.8,5.0,23.72,7.008,1.79,0.2637,500,36,0.6,1
11,Gujarat Groundnut,22.3,72.6,Groundnut,26.01,17.47,21.74,132.3,1.47,8.3,3.321,0.0878,6.43,37.1,14.02,1.218,72.2,5.0,22.07,8.801,2.243,0.2354,500,36,0.6,1
11,Gujarat Groundnut,22.3,72.6,Groundnut,30.37,16.25,23.31,132.6,1.473,7.8,3.992,0.2242,7.27,13.7,6.8,1.267,80.0,6.3,24.37,9.427,2.69,0.6347,500,36,0.6,1
11,Gujarat Groundnut,22.3,72.6,Groundnut,26.03,10.78,18.41,126.5,1.405,12.2,3.541,0.1204,7.2,24.8,18.59,1.486,72.9,5.0,20.88,7.652,2.5,0.2137,500,36,0.6,1
11,Gujarat Groundnut,22.3,72.6,Groundnut,25.57,13.87,19.72,165.0,1.833,8.9,3.854,0.125,6.4,27.8,10.62,1.236,67.5,5.0,21.62,6.959,2.089,0.42,500,36,0.6,1
11,Gujarat Groundnut,22.3,72.6,Groundnut,25.37,14.15,19.76,1852.5,20.583,18.5,3.149,0.3719,5.99,25.5,14.06,1.144,71.8,5.0,25.14,0.916,0.153,0.1766,500,36,0.6,3
11,Gujarat Groundnut,22.3,72.6,Groundnut,30.3,15.0,22.65,130.2,1.446,6.7,3.622,0.05,7.08,21.6,9.33,1.383,76.2,5.0,22.17,9.259,2.485,0.5974,500,36,0.6,1
12,Rajasthan Millet Zone,26.9,73.9,Millet,23.05,9.73,16.39,422.4,4.693,14.8,3.591,0.1619,6.0,19.3,12.3,1.44,80.0,5.0,21.58,2.879,0.763,0.4927,350,42,0.8,0
12,Rajasthan Millet Zone,26.9,73.9,Millet,25.57,13.62,19.6,99.3,1.104,12.8,3.327,0.1881,6.12,27.6,10.49,1.291,64.6,7.8,22.9,9.314,2.984,0.4684,350,42,0.8,1
12,Rajasthan Millet Zone,26.9,73.9,Millet,29.31,19.27,24.29,129.3,1.437,16.6,3.489,0.1087,7.07,10.4,12.3,1.356,80.0,9.6,24.01,9.968,2.41,0.4281,350,42,0.8,1
